,condition_id,rep,project_id
test_GSE13444_WT_Isobutanol_10min_6,GSE13444_WT_Isobutanol_10min,6,ref_GSE13444_WT_Isobutanol_0%
test_GSE11894_MG1655_Abscence_zinc_5,GSE11894_MG1655_Abscence_zinc,5,ref_GSE11894_MG1655_Adequate_zinc
test_GSE30639_40KL_4,GSE30639_40KL,4,ref_GSE30639_Anc
test_GSE13444_arcA_Isobutanol_10min_0,GSE13444_arcA_Isobutanol_10min,0,ref_GSE13444_arcA_Isobutanol_0%
test_GSE59397_acsh_exp_0,GSE59397_acsh_exp,0,ref_GSE59397_acsh_exp
test_GSE21869_PaeR7IR+M+_GEN1000_4,GSE21869_PaeR7IR+M+_GEN1000,4,ref_GSE21869_PaeR7IR-M-
test_GSE7265_RelA_tp2_1,GSE7265_RelA_tp2,1,ref_GSE7265_wt_tp1
test_GSE3437_rpoE_30min_0,GSE3437_rpoE_30min,0,ref_GSE3437_wt_30min
test_GSE7265_WT_tp2_0,GSE7265_WT_tp2,0,ref_GSE7265_WT_ref
test_GSE58976_stat_synh_t8_0,GSE58976_stat_synh_t8,0,ref_GSE58976_exp_synh_t4
test_GSE13444_WT_Isobutanol_10min_7,GSE13444_WT_Isobutanol_10min,7,ref_GSE13444_WT_Isobutanol_0%
test_GSE6033_T9_1,GSE6033_T9,1,ref_GSE6033_Tref
test_GSE30838_glyphosate_0,GSE30838_glyphosate,0,ref_GSE30838_ctrl
test_GSE30345_lrp_gln_1,GSE30345_lrp_gln,1,ref_GSE30345_wt_gln
test_GSE31140_polymyxinB_60m_0,GSE31140_polymyxinB_60m,0,ref_GSE31140_control_60m
test_GSE4724_P4XB2mutant_arg_0,GSE4724_P4XB2mutant_arg,0,ref_GSE4724_P4Xwildtype
test_GSE17420_rpoS_STAT_0,GSE17420_rpoS_STAT,0,ref_GSE17420_WT_STAT
test_GSE8540_cys_suppl_GSNO500_5min_0,GSE8540_cys_suppl_GSNO500_5min,0,ref_GSE8540_cys_suppl
test_GSE3250_wt_acetateShift_15min_3,GSE3250_wt_acetateShift_15min,3,ref_GSE3250_wt
test_GSE58977_exp_acsh_t6_0,GSE58977_exp_acsh_t6,0,ref_GSE58977_exp_acsh_t4
test_GSE34023_t75_bglj_drcsb_2,GSE34023_t75_bglj_drcsb,2,ref_GSE34023_t75_ctrl
test_GSE13048_CO-RM_anaer_2,GSE13048_CO-RM_anaer,2,ref_GSE13048_unexposed_anaer
test_E-MEXP-1166_MG1655_evoGluc_gal_3,E-MEXP-1166_MG1655_evoGluc_gal,3,ref_E-MEXP-1166_MG1655_gal
test_GSE15406_wt_graL_short_2,GSE15406_wt_graL_short,2,ref_GSE15406_wt_ctrl
test_GSE3250_wt_acetateShift_3h_0,GSE3250_wt_acetateShift_3h,0,ref_GSE3250_wt
test_GSE17584_WT_+glu_2,GSE17584_WT_+glu,2,ref_GSE17584_WT_-glu
test_GSE30639_40KL_0,GSE30639_40KL,0,ref_GSE30639_Anc
test_GSE3591_aerobic_fnr_0,GSE3591_aerobic_fnr,0,ref_GSE3591_aerobic_wt
test_GSE6425_MG1655_aerobic_18_0,GSE6425_MG1655_aerobic_18,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE21652_p2_0,GSE21652_p2,0,ref_GSE21652_p2
test_GSE40313_hns_stpA_1,GSE40313_hns_stpA,1,ref_GSE40313
test_GSE4941_untreated_1,GSE4941_untreated,1,ref_GSE4941_untreated
test_GSE10307_fed-batch_30min_3,GSE10307_fed-batch_30min,3,ref_GSE10307_ctrl_batch
test_GSE1121_aerobic_appY_1,GSE1121_aerobic_appY,1,ref_GSE1121_aerobic_wt
test_GSE2999_mutS_GM5555_1,GSE2999_mutS_GM5555,1,ref_GSE2999_WT_AB1157
test_GSE8540_wt_DPTA_5min_2,GSE8540_wt_DPTA_5min,2,ref_GSE8540_wt
test_GSE7398_fis_360_0,GSE7398_fis_360,0,ref_GSE7398_wt_90
test_GSE10158_cefmec10_0min_2,GSE10158_cefmec10_0min,2,ref_GSE10158_untreated_0min
test_GSE3250_ppsA_acetateShift_2h_4,GSE3250_ppsA_acetateShift_2h,4,ref_GSE3250_ppsA
test_GSE33_W3100_0min_growth_in_presence_of0.3µg/ml_MMC_0,GSE33_W3100_0min_growth_in_presence_of0.3µg/ml_MMC,0,ref_GSE33_W3100_0min_normal_growth
test_GSE13444_WT_Ethanol_10min_7,GSE13444_WT_Ethanol_10min,7,ref_GSE13444_WT_Ethanol_0%
test_GSE21869_PaeR7IR+M+_GEN500_1,GSE21869_PaeR7IR+M+_GEN500,1,ref_GSE21869_PaeR7IR-M-
test_GSE6836_uspA_0.075_0,GSE6836_uspA_0.075,0,ref_GSE6836_luc_0.075
test_GSE4394_eno_rif_1.5min_1,GSE4394_eno_rif_1.5min,1,ref_GSE4394_eno
test_GSE1121_aerobic_wt_0,GSE1121_aerobic_wt,0,ref_GSE1121_aerobic_wt
test_GSE3250_wt_acetateShift_2h_4,GSE3250_wt_acetateShift_2h,4,ref_GSE3250_wt
test_GSE4394_wt_rif_4.5min_2,GSE4394_wt_rif_4.5min,2,ref_GSE4394_wtN3433
test_GSE32561_wt_0,GSE32561_wt,0,ref_GSE32561_wt
test_GSE6609_D1_aerobic_lon_1,GSE6609_D1_aerobic_lon,1,ref_GSE6609_D1_anaerobic
test_GSE30639_40KS_5,GSE30639_40KS,5,ref_GSE30639_Anc
test_GSE13444_phoB_Isobutanol_10min_4,GSE13444_phoB_Isobutanol_10min,4,ref_GSE13444_phoB_Isobutanol_0%
test_GSE51731_150mM_EMIMCl_30min_0,GSE51731_150mM_EMIMCl_30min,0,ref_GSE51731_150mM_EMIMCl_30min
test_GSE6836_t36_nor_2,GSE6836_t36_nor,2,ref_GSE6836_t0
test_GSE45443_MOPS_glyc_2DG_1,GSE45443_MOPS_glyc_2DG,1,ref_GSE45443_MOPSrich_glyc
test_GSE3591_anaerobic_wt_NO2_2,GSE3591_anaerobic_wt_NO2,2,ref_GSE3591_aerobic_wt
test_GSE12797_Expon rpoS_2,GSE12797_Expon rpoS,2,ref_GSE12797_Expon WT
test_GSE26187_Zn_10min_3,GSE26187_Zn_10min,3,ref_GSE26187_ctrl
test_GSE30345_gcvT_ala_0,GSE30345_gcvT_ala,0,ref_GSE30345_wt_ala
test_GSE3250_ppsA_acetateShift_4h_0,GSE3250_ppsA_acetateShift_4h,0,ref_GSE3250_ppsA
test_GSE19742_MG1655_lac_deletion_0.5mg/ml_SHX_2,GSE19742_MG1655_lac_deletion_0.5mg/ml_SHX,2,ref_GSE19742_MG1655_lac_deletion
test_GSE4778_t0_ph7.6_3,GSE4778_t0_ph7.6,3,ref_GSE4778_t0_ph7.6
test_E-MEXP-584_pat3_2,E-MEXP-584_pat3,2,ref_E-MEXP-584_MOPS
test_GSE4511_aerobic_pH8.7_0,GSE4511_aerobic_pH8.7,0,ref_GSE4511_aerobic_pH5.0
test_E-MEXP-267_wt_2,E-MEXP-267_wt,2,ref_E-MEXP-267_exp
test_GSE3123_rne_pNRNE5_1,GSE3123_rne_pNRNE5,1,ref_GSE3123_wt_pM30
test_GSE6444_rseA_6,GSE6444_rseA,6,ref_GSE6444_wt
test_GSE49918_polyamine_40min_1,GSE49918_polyamine_40min,1,ref_GSE49918_ctrl
test_GSE7265_RelA_tp8_2,GSE7265_RelA_tp8,2,ref_GSE7265_wt_tp1
test_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t2_0,GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t2,0,ref_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t1
test_GSE33147_lacC_day20_1,GSE33147_lacC_day20,1,ref_GSE33147_wt_lac
test_GSE57084_tetracycline_resistant_16µg/ml_tetracycline_1,GSE57084_tetracycline_resistant_16µg/ml_tetracycline,1,ref_GSE57084_MG1655
test_GSE6836_mazF_0.025_1,GSE6836_mazF_0.025,1,ref_GSE6836_luc_0.025
test_GSE6444_rpoEinduced_IPTG_0,GSE6444_rpoEinduced_IPTG,0,ref_GSE6444_wt
test_GSE62094_BW25113_cobB_mutant_glucose_limited_dilution_rate_0.2h-1_1,GSE62094_BW25113_cobB_mutant_glucose_limited_dilution_rate_0.2h-1,1,ref_GSE62094_BW25113_wild_type_glucose_limited_dilution_rate_0.2h-1
test_GSE10307_fed-batch_30min_0,GSE10307_fed-batch_30min,0,ref_GSE10307_ctrl_batch
test_GSE17276_CV115_5,GSE17276_CV115,5,ref_GSE17276_ancestor_JA122
test_GSE15406_wt_ctrl_3,GSE15406_wt_ctrl,3,ref_GSE15406_wt_ctrl
test_GSE6836_t36_nor_1,GSE6836_t36_nor,1,ref_GSE6836_t0
test_GSE49918_polyamine_20min_0,GSE49918_polyamine_20min,0,ref_GSE49918_ctrl
test_GSE6836_dam_0.075_0,GSE6836_dam_0.075,0,ref_GSE6836_luc_0.075
test_GSE3250_wt_acetateShift_3h_3,GSE3250_wt_acetateShift_3h,3,ref_GSE3250_wt
test_GSE6426_MG1655_0,GSE6426_MG1655,0,ref_GSE6426_MG1655
test_GSE7265_RpoS_tp2_2,GSE7265_RpoS_tp2,2,ref_GSE7265_wt_tp1
test_GSE7398_fis_360_1,GSE7398_fis_360,1,ref_GSE7398_wt_90
test_E-MEXP-926_urine_biofilm_VR50_0,E-MEXP-926_urine_biofilm_VR50,0,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE23578_BW25113_Treated_100µM_KCN_5,GSE23578_BW25113_Treated_100µM_KCN,5,ref_GSE23578_BW25113_Untreated_wild_type
test_GSE24524_oxyR_nitrate_1,GSE24524_oxyR_nitrate,1,ref_GSE24524_wt_fumarate
test_GSE29424_EZglu_BTE_stat_1,GSE29424_EZglu_BTE_stat,1,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE47589_E0_2,GSE47589_E0,2,ref_GSE47589_A0
test_GSE34023_t75_bglj_0,GSE34023_t75_bglj,0,ref_GSE34023_t75_ctrl
test_GSE30639_17KS_2,GSE30639_17KS,2,ref_GSE30639_Anc
test_GSE33147_lac2_day20_2,GSE33147_lac2_day20,2,ref_GSE33147_wt_lac
test_GSE47221_amoxicillin_resistant_ 1μg/ml_amoxicillin_2,GSE47221_amoxicillin_resistant_ 1μg/ml_amoxicillin,2,ref_GSE47221_amoxicillin_resistant
test_GSE6836_mazF_0.025_2,GSE6836_mazF_0.025,2,ref_GSE6836_luc_0.025
test_GSE2037_glu_3,GSE2037_glu,3,ref_GSE2037_glu
test_GSE12554_Generation230_10%Cranberry_2,GSE12554_Generation230_10%Cranberry,2,ref_GSE12554_control
test_GSE29424_EZgly_BTE_accDABC_stat_3,GSE29424_EZgly_BTE_accDABC_stat,3,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE4394_rhlB_4,GSE4394_rhlB,4,ref_GSE4394_wtN3433
test_GSE10345_bicyclomycin_del nusA_Coli-MDS42_0,GSE10345_bicyclomycin_del nusA_Coli-MDS42,0,ref_GSE10345_Coli-MDS42
test_GSE37026_MG1655_control_60min_0,GSE37026_MG1655_control_60min,0,ref_GSE37026_MG1655_control_30min
test_GSE7573_MOPS_SeOh_5min_2,GSE7573_MOPS_SeOh_5min,2,ref_GSE7573_wt_MOPS
test_GSE56133_MG1655_Fur_KO_Gentamicin_1,GSE56133_MG1655_Fur_KO_Gentamicin,1,ref_GSE56133_MG1655_Wildtype_untreated
test_E-MEXP-1166_MG1655_evoStat_6,E-MEXP-1166_MG1655_evoStat,6,ref_E-MEXP-1166_MG1655
test_GSE7265_RpoS_tp8_2,GSE7265_RpoS_tp8,2,ref_GSE7265_wt_tp1
test_GSE35049_GLBRCE1_anaer_SynH_stat_1,GSE35049_GLBRCE1_anaer_SynH_stat,1,ref_GSE35049_GLBRCE1_anaer_SynH_exp
test_GSE4778_t1_ph5.5_3,GSE4778_t1_ph5.5,3,ref_GSE4778_t0_ph7.6
test_E-TABM-103_t6.7_0,E-TABM-103_t6.7,0,ref_E-TABM-103_t3.1
test_GSE7265_RpoS_tp7_2,GSE7265_RpoS_tp7,2,ref_GSE7265_wt_tp1
test_GSE5239_BL21pOri1_mu0.20_1,GSE5239_BL21pOri1_mu0.20,1,ref_GSE5239_BL21_mu0.46
test_E-MEXP-926_urine_biofilm_83972_2,E-MEXP-926_urine_biofilm_83972,2,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE39607_OLA_MIC_2,GSE39607_OLA_MIC,2,ref_GSE39607_ctrl
test_GSE33147_glyc1_day20_2,GSE33147_glyc1_day20,2,ref_GSE33147_wt_glyc
test_GSE58977_exp_synh_lt_t4_1,GSE58977_exp_synh_lt_t4,1,ref_GSE58977_exp_synh_lt_t4
test_GSE18623_MG1655_1µg/ml_CHIR-090_0,GSE18623_MG1655_1µg/ml_CHIR-090,0,ref_GSE18623_MG1655_1µg/ml_DMSO
test_GSE25561_hG-CSF_25C_OD10_1,GSE25561_hG-CSF_25C_OD10,1,ref_GSE25561_WT_37C_OD4
test_E-TABM-103_t6.1_1,E-TABM-103_t6.1,1,ref_E-TABM-103_t3.1
test_GSE26187_Zn_7min_1,GSE26187_Zn_7min,1,ref_GSE26187_ctrl
test_E-MEXP-926_MOPS_glucose_VR50_0,E-MEXP-926_MOPS_glucose_VR50,0,ref_E-MEXP-926_MOPS_glucose_VR50
test_E-MEXP-584_urine_1,E-MEXP-584_urine,1,ref_E-MEXP-584_MOPS
test_GSE33147_lacD_day60_2,GSE33147_lacD_day60,2,ref_GSE33147_wt_lac
test_GSE6836_sbcB_0.075_0,GSE6836_sbcB_0.075,0,ref_GSE6836_luc_0.075
test_GSE11052_stat_MAJ_4,GSE11052_stat_MAJ,4,ref_GSE11052_stat_MOPS
test_GSE42205_control_t2_1,GSE42205_control_t2,1,ref_GSE42205_control_t1
test_GSE10158_untreated_0min_1,GSE10158_untreated_0min,1,ref_GSE10158_untreated_0min
test_GSE35371_tr_pwl_int_2.5h_0,GSE35371_tr_pwl_int_2.5h,0,ref_GSE35371_sham_2.5h
test_GSE56133_MG1655_Wildtype_Norfloxacin_1,GSE56133_MG1655_Wildtype_Norfloxacin,1,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE7265_WT_tp10_2,GSE7265_WT_tp10,2,ref_GSE7265_WT_ref
test_GSE40313_hns_0,GSE40313_hns,0,ref_GSE40313
test_GSE59397_synh_exp_0,GSE59397_synh_exp,0,ref_GSE59397_synh_exp
test_GSE45443_MOPSrich_glyc_1,GSE45443_MOPSrich_glyc,1,ref_GSE45443_MOPSrich_glyc
test_GSE17420_rpoS_STAT_1,GSE17420_rpoS_STAT,1,ref_GSE17420_WT_STAT
test_GSE5239_BL21pOri2_mu0.29_1,GSE5239_BL21pOri2_mu0.29,1,ref_GSE5239_BL21_mu0.46
test_GSE1121_aerobic_fnr_2,GSE1121_aerobic_fnr,2,ref_GSE1121_aerobic_wt
test_GSE6836_dinI_0.025_1,GSE6836_dinI_0.025,1,ref_GSE6836_luc_0.025
test_GSE17526_Stat_Ethanol_2,GSE17526_Stat_Ethanol,2,ref_GSE17526_Log
test_GSE21551_MG1655_rimO_Tet_0,GSE21551_MG1655_rimO_Tet,0,ref_GSE21551_MG1655
test_GSE8540_nsrR_GSNO500_5min_1,GSE8540_nsrR_GSNO500_5min,1,ref_GSE8540_nsrR
test_GSE4344_M9_4min_rif_0,GSE4344_M9_4min_rif,0,ref_GSE4344_M9
test_E-MEXP-244_HOCl_2,E-MEXP-244_HOCl,2,ref_E-MEXP-244
test_GSE3437_rpoE_0min_1,GSE3437_rpoE_0min,1,ref_GSE3437_wt_0min
test_GSE3250_ppsA_acetateShift_3h_2,GSE3250_ppsA_acetateShift_3h,2,ref_GSE3250_ppsA
test_GSE4394_pnp_2,GSE4394_pnp,2,ref_GSE4394_wtN3433
test_E-MEXP-222_Zn_5,E-MEXP-222_Zn,5,ref_E-MEXP-222
test_GSE3250_ppsA_acetateShift_5h_4,GSE3250_ppsA_acetateShift_5h,4,ref_GSE3250_ppsA
test_E-MEXP-222_Zn_3,E-MEXP-222_Zn,3,ref_E-MEXP-222
test_GSE1121_anaerobic_wt_0,GSE1121_anaerobic_wt,0,ref_GSE1121_aerobic_wt
test_GSE12797_Expon rpoS_1,GSE12797_Expon rpoS,1,ref_GSE12797_Expon WT
test_GSE47589_E1_6,GSE47589_E1,6,ref_GSE47589_E0
test_GSE21869_PaeR7IR+M+_GEN500_8,GSE21869_PaeR7IR+M+_GEN500,8,ref_GSE21869_PaeR7IR-M-
test_GSE4394_wt_rif_1.5min_5,GSE4394_wt_rif_1.5min,5,ref_GSE4394_wtN3433
test_GSE6836_hlpA_0.075_1,GSE6836_hlpA_0.075,1,ref_GSE6836_luc_0.075
test_GSE15500_evoGlyc_del27_1,GSE15500_evoGlyc_del27,1,ref_GSE15500_WT
test_GSE21869_PaeR7IR+M-_0,GSE21869_PaeR7IR+M-,0,ref_GSE21869_PaeR7IR-M-
test_GSE28795_dskA-_pGB2_ppGpp0_1,GSE28795_dskA-_pGB2_ppGpp0,1,ref_GSE28795_pGB2_ppGpp0
test_GSE8965_FA_tp4_0,GSE8965_FA_tp4,0,test_GSE8965_A_tp4
test_GSE17584_mt_+glu_0,GSE17584_mt_+glu,0,ref_GSE17584_WT_-glu
test_E-MEXP-584_MOPS_1,E-MEXP-584_MOPS,1,ref_E-MEXP-584_MOPS
test_GSE1730_M9_wt_0,GSE1730_M9_wt,0,ref_GSE1730_LB_wt
test_GSE3250_ppsA_acetateShift_1h_4,GSE3250_ppsA_acetateShift_1h,4,ref_GSE3250_ppsA
test_GSE7265_WT_tp14_2,GSE7265_WT_tp14,2,ref_GSE7265_WT_ref
test_GSE30441_DH5a_IrrE_mutant_grown_in_1.5%_ethanol_2,GSE30441_DH5a_IrrE_mutant_grown_in_1.5%_ethanol,2,ref_GSE30441_DH5a_wild_type_grown_in_1.5%_ethanol
test_GSE21869_PaeR7IR+M+_GEN70_6,GSE21869_PaeR7IR+M+_GEN70,6,ref_GSE21869_PaeR7IR-M-
test_GSE13444_ubiE_Isobutanol_10min_0,GSE13444_ubiE_Isobutanol_10min,0,ref_GSE13444_ubiE_Isobutanol_0%
test_GSE33147_lacA_day20_0,GSE33147_lacA_day20,0,ref_GSE33147_wt_lac
test_GSE6836_recA_0.025_2,GSE6836_recA_0.025,2,ref_GSE6836_luc_0.025
test_GSE7398_wt_150_2,GSE7398_wt_150,2,ref_GSE7398_wt_90
test_GSE19370_MG1655_300µM_peroxynitrite_5_minutes_3,GSE19370_MG1655_300µM_peroxynitrite_5_minutes,3,ref_GSE19370_MG1655_absence_peroxynitrite
test_GSE58976_stat_synh_wo_lt_t8_0,GSE58976_stat_synh_wo_lt_t8,0,ref_GSE58976_exp_synh_wo_lt_t2
test_E-MEXP-267_seqA_2,E-MEXP-267_seqA,2,ref_E-MEXP-267_exp
test_GSE14796_Lform_infusion_sucrose_MgSO4_PenG_2,GSE14796_Lform_infusion_sucrose_MgSO4_PenG,2,ref_GSE14796_WT_infusion
test_GSE47732_cat_induced_60_2,GSE47732_cat_induced_60,2,ref_GSE47732_cat_uninduced_0
test_GSE10158_untreated_0min_0,GSE10158_untreated_0min,0,ref_GSE10158_untreated_0min
test_GSE25561_WT_25C_OD10_1,GSE25561_WT_25C_OD10,1,ref_GSE25561_WT_37C_OD4
test_GSE35049_GLBRCE1_anaer_GMM_stat_0,GSE35049_GLBRCE1_anaer_GMM_stat,0,ref_GSE35049_GLBRCE1_anaer_GMM_exp
test_GSE4511_aerobic_pH8.7_3,GSE4511_aerobic_pH8.7,3,ref_GSE4511_aerobic_pH5.0
test_GSE56133_MG1655_Fur_KO_untreated_1,GSE56133_MG1655_Fur_KO_untreated,1,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE6609_D3_aerobic_lon_3,GSE6609_D3_aerobic_lon,3,ref_GSE6609_D1_anaerobic
test_GSE25561_hG-CSF_25C_OD4_1,GSE25561_hG-CSF_25C_OD4,1,ref_GSE25561_WT_37C_OD4
test_GSE47732_cat_induced_5_1,GSE47732_cat_induced_5,1,ref_GSE47732_cat_uninduced_0
test_GSE59408_MDS42_Trimethoprim_resistant_1,GSE59408_MDS42_Trimethoprim_resistant,1,ref_GSE59408_MDS42_Parent_strain
test_GSE39607_OLA_MBC_0,GSE39607_OLA_MBC,0,ref_GSE39607_ctrl
test_GSE4394_rhlB_5,GSE4394_rhlB,5,ref_GSE4394_wtN3433
test_GSE4394_wt_rif_1.5min_1,GSE4394_wt_rif_1.5min,1,ref_GSE4394_wtK10
test_GSE39607_CYA_MBC_1,GSE39607_CYA_MBC,1,ref_GSE39607_ctrl
test_GSE19655_pfnrs_1,GSE19655_pfnrs,1,ref_GSE19655_ctrl
test_GSE4394_wt_rif_6min_4,GSE4394_wt_rif_6min,4,ref_GSE4394_wtK10
test_GSE7398_wt_360_1,GSE7398_wt_360,1,ref_GSE7398_wt_90
test_GSE7265_WT_tp8_0,GSE7265_WT_tp8,0,ref_GSE7265_WT_ref
test_GSE58977_exp_synh_lt_t6_0,GSE58977_exp_synh_lt_t6,0,ref_GSE58977_exp_synh_lt_t4
test_GSE10159_treated_cefsulodin60_10min_2,GSE10159_treated_cefsulodin60_10min,2,ref_GSE10159_untreated_5min
test_GSE11052_exp_2,GSE11052_exp,2,ref_GSE11052_stat
test_GSE6836_uvrA_0.025_1,GSE6836_uvrA_0.025,1,ref_GSE6836_luc_0.025
test_GSE7398_fis_150_0,GSE7398_fis_150,0,ref_GSE7398_wt_90
test_GSE10307_fed-batch_120min_1,GSE10307_fed-batch_120min,1,ref_GSE10307_ctrl_batch
test_GSE13011_REL606_EXP_Cy3_2,GSE13011_REL606_EXP_Cy3,2,ref_GSE13011_MG1655_STAT_Cy5
test_GSE62094_BW25113_wild_type_glucose_limited_dilution_rate_0.2h-1_0,GSE62094_BW25113_wild_type_glucose_limited_dilution_rate_0.2h-1,0,ref_GSE62094_BW25113_wild_type_glucose_limited_dilution_rate_0.2h-1
test_GSE4394_wt_rif_4.5min_0,GSE4394_wt_rif_4.5min,0,ref_GSE4394_wtK10
test_GSE25561_WT_25C_OD10_2,GSE25561_WT_25C_OD10,2,ref_GSE25561_WT_37C_OD4
test_GSE6836_nupC_0.075_0,GSE6836_nupC_0.075,0,ref_GSE6836_luc_0.075
test_GSE51731_noEMIMCl_60min_1,GSE51731_noEMIMCl_60min,1,ref_GSE51731_noEMIMCl_30min
test_GSE59397_acsh_stat_0,GSE59397_acsh_stat,0,ref_GSE59397_acsh_exp
test_GSE1121_aerobic_arcAfnr_2,GSE1121_aerobic_arcAfnr,2,ref_GSE1121_aerobic_wt
test_GSE10158_cefmec10_0min_0,GSE10158_cefmec10_0min,0,ref_GSE10158_untreated_0min
test_GSE6033_T6_1,GSE6033_T6,1,ref_GSE6033_Tref
test_GSE4394_rhlB_1,GSE4394_rhlB,1,ref_GSE4394_wtN3433
test_GSE6609_D3_anaerobic_2,GSE6609_D3_anaerobic,2,ref_GSE6609_D1_anaerobic
test_GSE7265_Crp_tp6_3,GSE7265_Crp_tp6,3,ref_GSE7265_wt_tp1
test_GSE29424_EZglu_BTE-H204A_stat_1,GSE29424_EZglu_BTE-H204A_stat,1,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE19742_MG1655_lac_deletion_dksA_deletion_0.5mg/ml_SHX_2,GSE19742_MG1655_lac_deletion_dksA_deletion_0.5mg/ml_SHX,2,ref_GSE19742_MG1655_lac_deletion
test_GSE1121_anaerobic_appY_1,GSE1121_anaerobic_appY,1,ref_GSE1121_aerobic_wt
test_GSE3105_wt1_arabinose_FeSO4_0,GSE3105_wt1_arabinose_FeSO4,0,ref_GSE3105_wt1_arabinose
test_GSE10345_bicyclomycin_Coli-MG1655_5,GSE10345_bicyclomycin_Coli-MG1655,5,ref_GSE10345_Coli-MG1655
test_GSE14238_Hep_2_2,GSE14238_Hep_2,2,ref_GSE14238_MinMedia
test_GSE2037_glu_2,GSE2037_glu,2,ref_GSE2037_glu
test_GSE59408_MDS42_Cefixime_resistant_1,GSE59408_MDS42_Cefixime_resistant,1,ref_GSE59408_MDS42_Parent_strain
test_GSE33147_lacC_day60_2,GSE33147_lacC_day60,2,ref_GSE33147_wt_lac
test_GSE6836_b2618_0.075_0,GSE6836_b2618_0.075,0,ref_GSE6836_luc_0.075
test_GSE17276_CV103_6,GSE17276_CV103,6,ref_GSE17276_ancestor_JA122
test_GSE40304_SHX_1,GSE40304_SHX,1,ref_GSE40304_ctrl
test_GSE3250_wt_acetateShift_5min_0,GSE3250_wt_acetateShift_5min,0,ref_GSE3250_wt
test_GSE45443_LB_aMG_4,GSE45443_LB_aMG,4,ref_GSE45443_MOPSrich_glyc
test_GSE6836_ruvA_0.025_0,GSE6836_ruvA_0.025,0,ref_GSE6836_luc_0.025
test_E-TABM-103_t9_1,E-TABM-103_t9,1,ref_E-TABM-103_t3.1
test_GSE19879_zeroThym_30min_0,GSE19879_zeroThym_30min,0,ref_GSE19879_control
test_GSE12554_Generation 50_10% Cranberry_1,GSE12554_Generation 50_10% Cranberry,1,ref_GSE12554_control
test_GSE28630_ybjN_mutant_0,GSE28630_ybjN_mutant,0,ref_GSE28630_wild_type
test_GSE8540_wt_GSNO100_5min_3,GSE8540_wt_GSNO100_5min,3,ref_GSE8540_wt
test_GSE4394_wt_rif_1.5min_2,GSE4394_wt_rif_1.5min,2,ref_GSE4394_wtSH3208
test_GSE21820_phoB_1,GSE21820_phoB,1,ref_GSE21820_wt
test_GSE4394_wt_rif_3min_0,GSE4394_wt_rif_3min,0,ref_GSE4394_wtK10
test_GSE6836_t48_nor_0,GSE6836_t48_nor,0,ref_GSE6836_t0
test_GSE6425_UTI89_aerobic_2.5_0,GSE6425_UTI89_aerobic_2.5,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE7885_rpoS_exp_2,GSE7885_rpoS_exp,2,ref_GSE7885_WT_biofilm
test_GSE45443_MOPSrich_gluc_pLCV1_2,GSE45443_MOPSrich_gluc_pLCV1,2,ref_GSE45443_MOPSrich_glyc
test_GSE47732_vp1_ethanol_induced_60_0,GSE47732_vp1_ethanol_induced_60,0,ref_GSE47732_vp1_ethanol_uninduced_0
test_GSE31140_polymyxinB_60m_2,GSE31140_polymyxinB_60m,2,ref_GSE31140_control_60m
test_GSE4778_t10_ph5.5_1,GSE4778_t10_ph5.5,1,ref_GSE4778_t0_ph7.6
test_GSE6425_MG1655_anaerobic_4.5_0,GSE6425_MG1655_anaerobic_4.5,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE1121_anaerobic_fnr_2,GSE1121_anaerobic_fnr,2,ref_GSE1121_aerobic_wt
test_GSE8540_flhDC_GSNO500_5min_3,GSE8540_flhDC_GSNO500_5min,3,ref_GSE8540_flhDC
test_GSE33147_lacB_day20_2,GSE33147_lacB_day20,2,ref_GSE33147_wt_lac
test_GSE10158_cefmec10_45min_2,GSE10158_cefmec10_45min,2,ref_GSE10158_untreated_0min
test_GSE6712_benzalkonium_chloride_2,GSE6712_benzalkonium_chloride,2,ref_GSE6712_control
test_GSE59397_synh_lt_exp_0,GSE59397_synh_lt_exp,0,ref_GSE59397_synh_lt_exp
test_GSE34023_t75_bglj_3,GSE34023_t75_bglj,3,ref_GSE34023_t75_ctrl
test_GSE10158_cefsulodin10_0min_1,GSE10158_cefsulodin10_0min,1,ref_GSE10158_untreated_0min
test_GSE20095_rpoS_mt_1,GSE20095_rpoS_mt,1,ref_GSE20095_WT
test_GSE7265_RpoS_tp7_0,GSE7265_RpoS_tp7,0,ref_GSE7265_wt_tp1
test_GSE56133_MG1655_Hpx_KO_untreated_2,GSE56133_MG1655_Hpx_KO_untreated,2,ref_GSE56133_MG1655_Wildtype_untreated
