Feature.ID,width,start,end
b3942,2180,4133836,4136015
b3943,905,4136109,4137013
b3944,617,4137041,4137657
b3945,1103,4137933,4139035
b3946,662,4139047,4139708
b3947,2501,4139721,4142221
b3949,1079,4142531,4143609
b3950,320,4143625,4143944
b3951,2297,4143996,4146292
b3952,878,4146259,4147136
b3953,341,4147139,4147479
b3954,851,4147467,4148317
b3955,1733,4148533,4150265
b3956,2651,4150448,4153098
b3957,1151,4153697,4154847
b3958,1004,4155002,4156005
b3959,776,4156014,4156789
b3960,1373,4156851,4158223
b4458,109,4158286,4158394
b3961,917,4158491,4159407
b3962,1400,4159391,4160790
b3963,647,4161125,4161771
b3964,359,4161772,4162130
b3965,1100,4162171,4163270
b3966,1844,4163640,4165483
b3967,857,4165429,4166285
b3968,1541,4166660,4168200
b3969,75,4168373,4168447
b3970,2903,4168642,4171544
b3971,119,4171638,4171756
b3972,1028,4172058,4173085
b3973,965,4173083,4174047
b3974,950,4174077,4175026
b3976,75,4175389,4175463
b3977,84,4175473,4175556
b3978,74,4175674,4175747
b3979,75,4175755,4175829
b3980,1184,4175945,4177128
b3981,383,4177359,4177741
b3982,545,4177744,4178288
b3983,428,4178448,4178875
b3984,704,4178880,4179583
b3985,497,4179997,4180493
b3986,365,4180561,4180925
b3987,4028,4181246,4185273
b3988,4223,4185351,4189573
b3989,539,4189787,4190325
b4691,160,4190328,4190487
b3990,1133,4190736,4191868
b3991,770,4191866,4192635
b4407,200,4192638,4192837
b3992,755,4192822,4193576
b3993,635,4193570,4194204
b3994,1895,4194205,4196099
b3995,476,4196333,4196808
b3996,773,4196904,4197676
b3997,1064,4197717,4198780
b3998,671,4198791,4199461
b3999,590,4199505,4200094
b4000,272,4200282,4200553
b4001,695,4200567,4201261
b4002,425,4201264,4201688
b4003,1397,4201927,4203323
b4004,1325,4203321,4204645
b4005,1289,4204643,4205931
b4006,1589,4205944,4207532
b4007,1541,4208148,4209688
b4008,75,4209775,4209849
b4009,2903,4210044,4212946
b4010,119,4213041,4213159
b4011,383,4213235,4213617
b4012,443,4213681,4214123
b4013,929,4214281,4215209
b4014,1601,4215479,4217079
b4015,1304,4217110,4218413
b4016,1736,4218597,4220332
b4017,2186,4220302,4222487
b4018,824,4222805,4223628
b4019,3683,4223829,4227511
b4020,1631,4227732,4229362
b4021,689,4229454,4230142
b4022,872,4230355,4231226
b4023,272,4231360,4231631
b4024,1349,4231885,4233233
b4025,1649,4233759,4235407
b4026,242,4235907,4236148
b4027,638,4236263,4236900
b4028,737,4236898,4237634
b4029,2096,4237635,4239730
b4620,278,4239778,4240055
b4030,410,4240326,4240735
b4031,1475,4240780,4242254
b4032,890,4242627,4243516
b4033,1544,4243532,4245075
b4034,1190,4245230,4246419
b4035,1115,4246785,4247899
b4036,1340,4247972,4249311
b4037,920,4249555,4250474
b4038,1580,4250704,4252283
b4039,497,4252507,4253003
b4040,872,4253017,4253888
b4041,2423,4254044,4256466
b4042,368,4256638,4257005
b4043,608,4257116,4257723
b4044,1379,4257743,4259121
b4045,209,4259238,4259446
b4046,515,4259489,4260003
b4047,254,4260322,4260575
b4048,707,4260600,4261306
b4049,1037,4261670,4262706
b4050,242,4262841,4263082
b4051,983,4263249,4264231
b4052,1415,4264315,4265729
b4053,1079,4265783,4266861
b4054,1193,4267115,4268307
b4621,203,4268810,4269012
b4055,713,4269415,4270127
b4056,416,4270239,4270654
b4057,356,4270659,4271014
b4058,2822,4271050,4273871
b4059,536,4274126,4274661
b4060,281,4274761,4275041
b4061,1586,4275472,4277057
b4062,323,4277061,4277383
b4063,464,4277470,4277933
b4459,139,4277928,4278066
b4064,1349,4278480,4279828
b4065,1649,4279981,4281629
b4066,1292,4281784,4283075
b4067,1649,4283254,4284902
b4068,314,4284900,4285213
b4069,1958,4285414,4287371
b4070,1436,4287765,4289200
b4071,566,4289246,4289811
b4072,671,4289809,4290479
b4073,956,4290477,4291432
b4074,1658,4291513,4293170
b4075,383,4293164,4293546
b4076,596,4293544,4294139
b4077,1313,4294482,4295794
b4078,689,4296437,4297125
b4079,2147,4297220,4299366
b4080,1466,4299565,4301030
b4081,2051,4301028,4303078
b4082,1031,4303079,4304109
b4622,275,4304129,4304403
b4083,1985,4304613,4306597
b4084,929,4306871,4307799
b4085,695,4307784,4308478
b4086,980,4308490,4309469
b4087,1532,4309449,4310980
b4088,935,4311108,4312042
b4089,890,4312102,4312991
b4090,449,4313351,4313799
b4487,329,4313869,4314197
b4092,758,4314345,4315102
b4093,434,4315105,4315538
b4094,557,4315526,4316082
b4095,1136,4316083,4317218
b4096,680,4317216,4317895
b4097,758,4318007,4318764
b4098,845,4318762,4319606
b4099,1064,4319600,4320663
b4100,584,4320664,4321247
b4101,452,4321245,4321696
b4102,725,4321698,4322422
b4104,787,4322444,4323230
b4105,1016,4323337,4324352
b4106,788,4324378,4325165
b4107,443,4325299,4325741
b4108,335,4326400,4326734
b4109,2228,4327136,4329363
b4110,878,4329361,4330238
b4111,1502,4330503,4332004
b4703,89,4332117,4332205
b4112,1091,4332182,4333272
b4113,668,4333283,4333950
b4114,1643,4333948,4335590
b4115,1337,4335695,4337031
b4116,761,4337169,4337929
b4117,2267,4338255,4340521
b4118,908,4340721,4341628
b4119,1355,4341912,4343266
b4120,1421,4343370,4344790
b4121,629,4344930,4345558
b4122,1646,4345681,4347326
b4123,1340,4347405,4348744
b4124,719,4349316,4350034
b4125,1631,4350032,4351662
b4126,230,4351844,4352073
b4127,272,4352086,4352357
b4128,296,4352585,4352880
b4559,173,4352909,4353081
b4129,1517,4353201,4354717
b4130,1457,4354955,4356411
b4131,2147,4356471,4358617
b4132,1334,4358698,4360031
b4133,1538,4360397,4361934
b4654,162,4362192,4362353
b4134,75,4362552,4362626
b4135,575,4362734,4363308
b4136,1697,4363346,4365042
b4137,338,4365019,4365356
b4138,1301,4365473,4366773
b4139,1436,4366892,4368327
b4140,476,4368665,4369140
b4141,1256,4369157,4370412
b4142,293,4370689,4370981
b4143,1646,4371026,4372671
b4144,353,4372810,4373162
b4145,869,4373366,4374234
b4146,1028,4374630,4375657
b4147,566,4375700,4376265
b4410,125,4376318,4376442
b4411,146,4376554,4376699
b4148,317,4376876,4377192
b4149,533,4377190,4377722
b4150,1133,4377812,4378944
b4151,359,4379008,4379366
b4152,395,4379378,4379772
b4153,734,4379784,4380517
b4154,1808,4380511,4382318
b4155,977,4382644,4383620
b4156,1502,4383840,4385341
b4157,314,4385394,4385707
b4158,314,4385705,4386018
b4159,3323,4386048,4389370
b4160,968,4389393,4390360
b4161,1052,4390458,4391509
b4162,545,4391605,4392149
b4163,75,4392361,4392435
b4164,75,4392473,4392547
b4165,75,4392584,4392658
b4670,53,4392893,4392945
b4166,1139,4392929,4394067
b4167,1547,4394067,4395613
b4168,461,4395586,4396046
b4169,1337,4396066,4397402
b4170,1847,4397413,4399259
b4171,950,4399253,4400202
b4172,308,4400289,4400596
b4173,1280,4400673,4401952
b4174,1259,4402039,4403297
b4175,1004,4403301,4404304
b4176,197,4404387,4404583
b4177,1298,4404688,4405985
b4178,425,4406191,4406615
b4179,2441,4406655,4409095
b4180,731,4409276,4410006
b4181,401,4410134,4410534
b4182,698,4410554,4411251
b4183,659,4411303,4411961
b4184,398,4411980,4412377
b4185,638,4412388,4413025
b4186,1163,4413029,4414191
b4187,1625,4414276,4415900
b4188,275,4416018,4416292
b4189,329,4416442,4416770
b4190,749,4416953,4417701
b4191,755,4417699,4418453
b4192,1064,4418562,4419625
b4193,1397,4419981,4421377
b4194,305,4421394,4421698
b4195,464,4421709,4422172
b4196,650,4422187,4422836
b4197,854,4422847,4423700
b4198,686,4423701,4424386
b4199,275,4424517,4424791
b4200,395,4425119,4425513
b4201,314,4425521,4425834
b4202,227,4425840,4426066
b4203,449,4426109,4426557
b4204,794,4426629,4427422
b4205,401,4427695,4428095
b4206,638,4428080,4428717
b4207,620,4428936,4429555
b4208,1412,4429865,4431276
b4209,662,4431322,4431983
b4210,965,4432092,4433056
b4211,860,4433165,4434024
b4212,380,4434114,4434493
b4213,1943,4434623,4436565
b4214,740,4436756,4437495
b4215,938,4437708,4438645
b4216,554,4438709,4439262
b4217,206,4439588,4439793
b4218,1343,4439873,4441215
b4219,638,4441539,4442176
b4220,1733,4442383,4444115
b4221,3779,4444113,4447891
b4222,341,4447895,4448235
b4224,251,4448448,4448698
b4225,350,4448693,4449042
b4226,530,4449123,4449652
b4227,956,4449963,4450918
b4485,1502,4451059,4452560
b4230,1025,4452572,4453596
b4231,995,4453584,4454578
b4232,998,4454612,4455609
b4233,1373,4455786,4457158
b4234,551,4457315,4457865
b4235,1352,4457960,4459311
b4236,365,4459491,4459855
b4237,464,4459901,4460364
b4238,2138,4460523,4462660
b4239,1655,4463055,4464709
b4240,1421,4464760,4466180
b4241,947,4466300,4467246
b4702,53,4467432,4467484
b4242,2696,4467626,4470321
b4243,386,4470528,4470913
b4244,461,4470987,4471447
b4245,935,4471461,4472395
b4246,134,4472400,4472533
b4248,395,4472815,4473209
b4249,713,4473341,4474053
b4251,593,4474125,4474717
b4252,452,4474863,4475314
b4253,1814,4475438,4477251
b4254,1004,4477308,4478311
b4255,416,4478474,4478889
b4256,503,4479035,4479537
b4257,1196,4479731,4480926
b4258,2855,4480983,4483837
b4259,443,4483838,4484280
b4260,1511,4484441,4485951
b4261,1100,4486219,4487318
b4262,1082,4487319,4488400
b4263,1502,4488562,4490063
b4264,998,4490142,4491139
b4265,1319,4491207,4492525
b4266,764,4492588,4493351
b4267,1031,4493376,4494406
b4268,563,4494624,4495186
b4269,1019,4495191,4496209
b4270,84,4496406,4496489
b4271,1265,4496676,4497940
b4272,365,4498273,4498637
b4273,905,4498596,4499500
b4274,1198,4499594,4500791
b4277,329,4501261,4501589
b4278,1328,4502104,4503431
b4279,1217,4504059,4505275
b4280,1118,4505288,4506405
b4655,125,4506449,4506573
b4281,230,4506627,4506856
b4282,248,4506862,4507109
b4623,2596,4507198,4509793
b4284,1151,4507467,4508617
b4561,266,4508677,4508942
b4286,329,4509805,4510133
b4287,767,4510691,4511457
b4288,956,4511459,4512414
b4289,998,4512412,4513409
b4290,902,4513407,4514308
b4291,2324,4514354,4516677
b4292,953,4516765,4517717
b4293,521,4517715,4518235
b4294,275,4518528,4518802
b4576,503,4518722,4519224
b4295,986,4519339,4520324
b4296,1349,4520672,4522020
b4297,1967,4522128,4524094
b4298,905,4524106,4525010
b4299,788,4525016,4525803
b4300,782,4526107,4526888
b4301,632,4526906,4527537
b4302,431,4527550,4527980
b4624,89,4527978,4528066
b4303,806,4528112,4528917
b4304,1313,4528931,4530243
b4565,278,4530256,4530533
b4305,1121,4530531,4531651
b4656,260,4532051,4532310
b4306,746,4532438,4533183
b4307,545,4533240,4533784
b4566,257,4533797,4534053
b4657,245,4534431,4534675
b4308,1240,4534792,4536031
b4309,980,4536615,4537594
b4310,1106,4537660,4538765
b4311,716,4538786,4539501
b4312,602,4540958,4541559
b4313,596,4542038,4542633
b4314,548,4543116,4543663
b4315,539,4543729,4544267
b4316,725,4544305,4545029
b4317,2636,4545097,4547732
b4318,530,4547743,4548272
b4319,503,4548286,4548788
b4320,902,4548809,4549710
b4321,1343,4549954,4551296
b4322,1184,4551637,4552820
b4323,1460,4552902,4554361
b4324,773,4554577,4555349
b4325,830,4555491,4556320
b4326,392,4556994,4557385
b4327,911,4557379,4558289
b4328,1172,4558355,4559526
b4329,461,4559540,4560000
b4330,683,4559998,4560680
b4331,554,4560931,4561484
b4332,1178,4561498,4562675
b4333,860,4562744,4563603
b4334,767,4563923,4564689
b4335,1151,4564700,4565850
b4336,1280,4565967,4567246
b4337,1232,4567288,4568519
b4339,920,4568999,4569918
b4340,1412,4570163,4571574
b4341,164,4571752,4571915
b4342,1502,4572415,4573916
b4486,2936,4573920,4576855
b4345,1046,4576913,4577958
b4346,1379,4577959,4579337
b4347,341,4579500,4579840
b4625,76,4579836,4579911
b4348,1394,4580069,4581462
b4349,1589,4581460,4583048
b4350,3512,4583250,4586761
b4351,914,4586950,4587863
b4352,956,4587910,4588865
b4353,203,4588877,4589079
b4354,2150,4589130,4591279
b4355,1655,4591658,4593312
b4356,1361,4593362,4594722
b4357,914,4594938,4595851
b4358,1022,4595991,4597012
b4359,2291,4597151,4599441
b4360,494,4599696,4600189
b4361,737,4600239,4600975
b4362,539,4600979,4601517
b4363,473,4601625,4602097
b4364,770,4602089,4602858
b4365,725,4603478,4604202
b4366,677,4604161,4604837
b4367,788,4604876,4605663
b4567,236,4605805,4606040
b4368,86,4606080,4606165
b4369,86,4606201,4606286
b4370,86,4606316,4606401
b4371,1031,4606670,4607700
b4372,413,4607804,4608216
b4373,446,4608186,4608631
b4374,677,4608647,4609323
b4375,1589,4609415,4611003
b4376,605,4611397,4612001
b4568,161,4612129,4612289
b4377,1073,4612412,4613484
b4378,779,4613482,4614260
b4379,863,4614681,4615543
b4380,1550,4615516,4617065
b4381,779,4617324,4618102
b4382,1322,4618230,4619551
b4383,1223,4619604,4620826
b4384,719,4620884,4621602
b4385,1331,4621770,4623100
b4386,1016,4623102,4624117
b4387,644,4624146,4624789
b4388,968,4624896,4625863
b4389,1382,4625913,4627294
b4390,1232,4627316,4628547
b4391,1667,4628856,4630522
b4392,1937,4630734,4632670
b4393,326,4632761,4633086
b4394,512,4633234,4633745
b4395,647,4633798,4634444
b4396,869,4634442,4635310
b4397,473,4635522,4635994
b4398,689,4636008,4636696
b4399,1424,4636697,4638120
b4400,1352,4638179,4639530
b4401,716,4639591,4640306
b4402,140,4640403,4640542
b4403,686,4640943,4641628
